protein,biome,cluster
MGYP001164929139,unknown,3612
MGYP003539052334,unknown,3613
MGYP000773821655,unknown,3614
MGYP001680759139,unknown,664
MGYP002988579956,unknown,3615
MGYP001598049838,unknown,3616
MGYP001048863073,unknown,3617
MGYP004695551621,unknown,3618
MGYP003376800731,unknown,3619
MGYP000326784095,unknown,3620
MGYP000645367232,unknown,3620
MGYP000351668486,unknown,3621
MGYP003492296063,unknown,3621
MGYP001097979017,unknown,3622
MGYP004535836599,unknown,3623
MGYP003238985423,unknown,3624
MGYP004712538511,unknown,3625
MGYP001367885403,unknown,3626
MGYP000318559476,unknown,3627
MGYP001745412524,unknown,3628
MGYP001736684184,unknown,3629
MGYP005702588219,unknown,200
MGYP000843925802,unknown,3630
MGYP003657022367,unknown,3631
MGYP001130201612,unknown,3632
MGYP003603553422,unknown,3633
MGYP000841100075,unknown,439
MGYP000707554246,unknown,3634
MGYP004662707603,unknown,3634
MGYP001046119318,unknown,3635
MGYP001243145013,unknown,3636
MGYP001136389494,unknown,3637
MGYP006237487123,unknown,94
MGYP000377423171,unknown,3638
MGYP003584064105,unknown,3639
MGYP003452957321,unknown,3640
MGYP003359132337,unknown,3641
MGYP001069767653,unknown,3149
MGYP001588280411,unknown,3642
MGYP002572050019,unknown,3643
MGYP002787869889,unknown,3644
MGYP000769122307,unknown,677
MGYP000914266504,unknown,3645
MGYP002526340565,unknown,3646
MGYP003270091308,unknown,3647
MGYP001522809832,unknown,3648
MGYP003471544691,unknown,3649
MGYP002955527158,unknown,3649
MGYP001000315137,unknown,3650
MGYP002681906802,unknown,3651
MGYP000511465601,unknown,3652
MGYP000404819914,unknown,950
MGYP002708182539,unknown,3653
MGYP004518587073,unknown,3654
MGYP002752166980,unknown,3655
MGYP000616083572,unknown,3656
MGYP001625109831,unknown,3657
MGYP001217191196,unknown,3658
MGYP003461529533,unknown,3659
MGYP003505664578,unknown,3659
MGYP001258129223,unknown,3660
MGYP005744535817,unknown,3661
MGYP001529067580,unknown,3662
MGYP001486769874,unknown,3662
MGYP003341780034,unknown,3663
MGYP003445598998,unknown,3664
MGYP001820794460,unknown,3665
MGYP000572935225,unknown,3666
MGYP001211216186,unknown,3667
MGYP001549610619,unknown,3668
MGYP000995568109,unknown,3669
MGYP002761906072,unknown,3670
MGYP000784455108,unknown,521
MGYP004568253633,unknown,521
MGYP000024440795,unknown,3671
MGYP003390200163,unknown,3672
MGYP004006894137,unknown,3673
MGYP001349392522,unknown,3674
MGYP005748521727,unknown,3674
MGYP001488889444,unknown,3675
MGYP000098798746,unknown,3676
MGYP001118732295,unknown,3677
MGYP000932631636,unknown,3678
MGYP002650382359,unknown,3679
MGYP001823626329,unknown,3680
MGYP001096185084,unknown,3681
MGYP000249587796,unknown,3682
MGYP003106695301,unknown,3683
MGYP003593264220,unknown,3684
MGYP000689953175,unknown,3685
MGYP006350508919,unknown,3686
MGYP001198973528,unknown,3687
MGYP006250777331,unknown,3688
MGYP002740572738,unknown,3689
MGYP003723609729,unknown,3690
MGYP006387031107,unknown,3691
MGYP005898401417,unknown,3692
MGYP003105898359,unknown,3693
MGYP003491074452,unknown,3694
MGYP003373567025,unknown,3695
MGYP001384557735,unknown,3696
MGYP001362539876,unknown,3697
MGYP000810084746,unknown,3698
MGYP005658527359,unknown,3699
MGYP005677671521,unknown,3699
MGYP001320070593,unknown,3699
MGYP001237746110,unknown,3700
MGYP000294135879,unknown,459
MGYP002880389065,unknown,459
MGYP000952048189,unknown,3701
MGYP003623145023,unknown,3702
MGYP001592374094,unknown,3703
MGYP003253260679,unknown,3704
MGYP005676724077,unknown,3705
MGYP001575883536,unknown,3706
MGYP004705374759,unknown,3707
MGYP001384179179,unknown,3708
MGYP002773697408,unknown,3709
MGYP000852931049,unknown,3710
MGYP001746145167,unknown,3711
MGYP002593991871,unknown,3712
MGYP003573535137,unknown,3713
MGYP001554183006,unknown,3714
MGYP000108810564,unknown,3715
MGYP001088824538,unknown,3715
MGYP000183375071,unknown,3715
MGYP001622925361,unknown,3715
MGYP001255254209,unknown,3715
MGYP001256693480,unknown,3716
MGYP001119874107,unknown,3717
MGYP006243594669,unknown,3718
MGYP002538723964,unknown,3719
MGYP000827396648,unknown,3719
MGYP002729558596,unknown,3720
MGYP003922309937,unknown,3721
MGYP000965526927,unknown,3721
MGYP002790046036,unknown,3722
MGYP003607643521,unknown,3723
MGYP003493790340,unknown,3724
MGYP002646035693,unknown,3725
MGYP000671231380,unknown,3726
MGYP001310041332,unknown,3727
MGYP000260976689,unknown,3728
MGYP000670244012,unknown,3729
MGYP001116499348,unknown,3729
MGYP000380435746,unknown,3730
MGYP000894222222,unknown,3731
MGYP003186055283,unknown,3732
MGYP003254435105,unknown,3732
MGYP006344176873,unknown,3732
MGYP000078289234,unknown,3733
MGYP001318882333,unknown,3734
MGYP005889966093,unknown,3735
MGYP002592452380,unknown,3736
MGYP003448255203,unknown,3737
MGYP006369500491,unknown,3738
MGYP003096951322,unknown,3739
MGYP000622808325,unknown,2767
MGYP001483435831,unknown,1097
MGYP002657462059,unknown,3740
MGYP000716510590,unknown,3741
MGYP004425217269,unknown,3742
MGYP003101490180,unknown,3743
MGYP002794976668,unknown,3744
MGYP002625360380,unknown,3745
MGYP001281505962,unknown,3746
MGYP002041166396,unknown,3747
MGYP003598623780,unknown,3748
MGYP001496678608,unknown,3749
MGYP005953264735,unknown,3750
MGYP001548698176,unknown,3751
MGYP001238661650,unknown,3752
MGYP003419277600,unknown,3753
MGYP001055412010,unknown,3754
MGYP003754376261,unknown,3755
MGYP001296950859,unknown,3756
MGYP000846828454,unknown,3757
MGYP003655942245,unknown,3758
MGYP000931198247,unknown,3759
MGYP001511182278,unknown,3759
MGYP001741753647,unknown,3760
MGYP000905762010,unknown,3760
MGYP000686209156,unknown,3761
MGYP002761611399,unknown,3762
MGYP001594562841,unknown,3763
MGYP000521158620,unknown,3764
MGYP001417004548,unknown,3765
MGYP002224950980,unknown,3766
MGYP000613406365,root:Host-associated:Human:Digestive system:Large intestine:Fecal,3767
MGYP002425694174,unknown,3768
MGYP001433627119,unknown,3769
MGYP000958364197,unknown,3770
MGYP001083423736,unknown,3771
MGYP006284913959,unknown,3772
MGYP002726722074,unknown,3773
MGYP000801532695,unknown,3376
MGYP000924943423,unknown,3774
MGYP002764330450,unknown,1967
MGYP001178647553,unknown,1967
MGYP001284135592,unknown,1967
MGYP003429132645,unknown,3775
MGYP000582683719,unknown,3776
MGYP004615488459,unknown,3777
MGYP002637899766,unknown,3778
MGYP001044731585,unknown,3779
MGYP003443507895,unknown,3780
MGYP001325016077,unknown,3781
MGYP006069516067,unknown,3782
MGYP001552439868,unknown,3783
MGYP005762833231,unknown,3784
MGYP000622907476,unknown,3785
MGYP003414800553,unknown,3786
MGYP001515986118,unknown,3787
MGYP000064756096,unknown,3788
MGYP001053603281,unknown,3789
MGYP001171607123,unknown,3790
MGYP001730631786,unknown,3791
MGYP002780337124,unknown,3792
MGYP001224460610,unknown,397
MGYP001611107609,unknown,3793
MGYP000768091066,unknown,3794
MGYP003193644630,unknown,3794
MGYP006239104937,unknown,3795
MGYP000090437394,unknown,3796
MGYP001546072203,unknown,3797
MGYP003482899503,unknown,3798
MGYP002767674763,unknown,3799
MGYP001261203435,unknown,3800
MGYP002618101952,unknown,3801
MGYP005609732943,unknown,3802
MGYP003363012462,unknown,3803
MGYP005675448481,unknown,3804
MGYP001211817169,unknown,3805
MGYP000798183594,unknown,3806
MGYP002754723071,unknown,956
MGYP001242451400,unknown,3807
MGYP003613869203,unknown,3808
MGYP001151274696,unknown,3809
MGYP006127152889,unknown,3810
MGYP001226105185,unknown,3811
MGYP001048584672,unknown,3812
MGYP002597998794,unknown,3813
MGYP000372102657,unknown,3814
MGYP004562060709,unknown,3814
MGYP002610854990,unknown,3814
MGYP001496264952,unknown,3814
MGYP005781994605,unknown,3814
MGYP000870892772,unknown,3815
MGYP005799421509,unknown,3816
MGYP000207230994,unknown,3816
MGYP004732065085,unknown,3817
MGYP001000205868,unknown,3818
MGYP001662163483,unknown,3819
MGYP005666389529,unknown,3820
MGYP001824912401,unknown,435
MGYP003397310846,unknown,3821
MGYP006216973409,unknown,3822
MGYP001421538779,unknown,3823
MGYP001979661168,unknown,3824
MGYP001368836120,unknown,3825
MGYP000343953987,unknown,270
MGYP005922915381,unknown,3826
MGYP003315627975,unknown,3827
MGYP006382908549,unknown,3828
MGYP001205366394,unknown,3829
MGYP001615115406,unknown,3830
MGYP003464334562,unknown,3831
MGYP000133386547,unknown,3832
MGYP004004675611,unknown,3833
MGYP002658639058,unknown,3834
MGYP001253896908,unknown,3834
MGYP005834537391,unknown,3835
MGYP005768888773,unknown,3836
MGYP001444838669,unknown,3836
MGYP000139485951,unknown,3837
MGYP006382383103,unknown,3838
MGYP000993244510,unknown,3838
MGYP000010735629,unknown,3839
MGYP002607626106,unknown,3840
MGYP004459756781,unknown,3841
MGYP002760716374,unknown,3842
MGYP000871781653,unknown,3843
MGYP001102277308,unknown,3844
MGYP003996166539,unknown,3845
MGYP003343346363,unknown,3846
MGYP000742931965,unknown,3847
MGYP002782119554,unknown,3848
MGYP006230337853,unknown,3849
MGYP000318273105,unknown,3850
MGYP001432771259,unknown,3851
MGYP003135221064,unknown,3852
MGYP000047056661,unknown,3853
MGYP002800170797,unknown,3854
MGYP001045111018,unknown,3855
MGYP002626552277,unknown,3856
MGYP003653655856,unknown,93
MGYP000224700977,unknown,3857
MGYP002789370270,unknown,3858
MGYP003315336571,unknown,3859
MGYP000283322465,unknown,3860
MGYP002597256509,unknown,3861
MGYP000718024861,unknown,3862
MGYP001126008017,unknown,3863
MGYP003503919276,unknown,3864
MGYP006083335473,unknown,3865
MGYP001782921067,unknown,3866
MGYP006222490675,unknown,3867
MGYP001103781990,unknown,3868
MGYP001419927765,unknown,3869
MGYP005993276961,unknown,3869
MGYP001452605927,unknown,3869
MGYP002039153848,unknown,3870
MGYP003592365729,unknown,3871
MGYP001345421599,unknown,3872
MGYP005699692253,unknown,3873
MGYP000681864046,unknown,3874
MGYP001227770394,unknown,3875
MGYP004474177967,unknown,3876
MGYP001635655973,unknown,3877
MGYP001281051854,unknown,3878
MGYP001307753267,unknown,3879
MGYP001260559664,unknown,3880
MGYP003170410656,unknown,3881
MGYP001456355926,unknown,3882
MGYP001475217894,unknown,3883
MGYP002654006010,unknown,3884
MGYP003950656417,unknown,3885
MGYP002676205578,unknown,3886
MGYP002514875141,unknown,3886
MGYP004528184721,unknown,3887
MGYP006196610939,unknown,3888
MGYP001514457527,unknown,3889
MGYP001024652966,unknown,3889
MGYP001085687402,unknown,3890
MGYP000036634300,unknown,3891
MGYP002780137015,unknown,1737
MGYP002725522599,unknown,3892
MGYP003214512783,unknown,3893
MGYP000768066056,unknown,3893
MGYP001274698405,unknown,3894
MGYP000867032962,unknown,3895
MGYP002652685797,unknown,3896
MGYP000929680908,unknown,3897
MGYP001263043332,unknown,3898
MGYP002046499594,unknown,3898
MGYP000585488741,unknown,3899
MGYP000007975110,unknown,3900
MGYP002113779864,unknown,3901
MGYP003205406662,unknown,3901
MGYP000023064304,unknown,3901
MGYP001374517037,unknown,3901
MGYP003170211439,unknown,146
MGYP001463959344,unknown,3902
MGYP001657597395,unknown,3903
MGYP000682986154,unknown,3904
MGYP001172345299,unknown,3905
MGYP003565737774,unknown,3906
MGYP003311028865,unknown,3907
MGYP005770025405,unknown,3908
MGYP002654352066,unknown,3909
MGYP001943692896,unknown,3910
MGYP005807024795,unknown,3707
MGYP000306133145,unknown,3707
MGYP001091933413,unknown,3911
MGYP002510692798,unknown,3912
MGYP001428369870,unknown,3912
MGYP000661888261,unknown,3627
MGYP002621804661,unknown,3913
MGYP001428012659,unknown,3914
MGYP000704610718,unknown,3915
MGYP003689263581,unknown,3916
MGYP001728225618,unknown,729
MGYP005873483171,unknown,3917
MGYP001086010518,unknown,3918
MGYP001066163902,unknown,973
MGYP006077741795,unknown,3919
MGYP000871891822,unknown,3920
MGYP001372223060,unknown,3921
MGYP001129144058,unknown,3922
MGYP001194371208,unknown,3923
MGYP001100535882,unknown,636
MGYP001209372699,unknown,1293
MGYP000795492994,unknown,3924
MGYP002242132058,unknown,3925
MGYP000832414313,unknown,3926
MGYP000486671368,unknown,1485
MGYP000818159388,unknown,1485
MGYP002727262823,unknown,1485
MGYP002624990810,unknown,1485
MGYP000435431441,unknown,3927
MGYP002623886883,unknown,3928
MGYP000053013239,unknown,3929
MGYP000316921402,unknown,3930
MGYP000822927400,unknown,3930
MGYP000276866129,unknown,3931
MGYP001203647795,unknown,3932
MGYP001151491887,unknown,3933
MGYP001804741538,unknown,3934
MGYP003393729086,unknown,3935
MGYP000828647910,unknown,3936
MGYP000487095526,unknown,3936
MGYP002654662202,unknown,3937
MGYP003376521802,unknown,3938
MGYP006222937331,unknown,3939
MGYP006343557285,unknown,3940
MGYP001763683134,unknown,3941
MGYP000970467972,unknown,3942
MGYP001359223503,unknown,3943
MGYP001486342881,unknown,3944
MGYP003351316402,unknown,3945
MGYP002590903508,unknown,3946
MGYP000041612052,unknown,3947
MGYP001410961245,unknown,3947
MGYP002514793239,unknown,3948
MGYP000407444546,unknown,3949
MGYP001297312097,unknown,3950
MGYP002753791172,unknown,3951
MGYP004448744673,unknown,3952
MGYP002760207466,unknown,3953
MGYP000961042664,unknown,3954
MGYP005895522501,unknown,3955
MGYP003578653605,unknown,3956
MGYP001509804134,unknown,3957
MGYP006334555321,unknown,3957
MGYP001759379000,unknown,3958
MGYP001186515711,unknown,3959
MGYP003451635221,unknown,3960
MGYP002855925709,unknown,3961
MGYP000332832839,unknown,3962
MGYP003303658938,unknown,3963
MGYP002778252890,unknown,3964
MGYP000511910146,unknown,3965
MGYP003378317833,unknown,3965
MGYP000616984081,unknown,3965
MGYP001355486653,unknown,3966
MGYP000324473494,unknown,3967
MGYP000127342150,unknown,3967
MGYP000980304918,unknown,3968
MGYP002759327885,unknown,3969
MGYP001527959530,unknown,3970
MGYP003532231052,unknown,3971
MGYP000037574192,unknown,3972
MGYP001673984846,unknown,3973
MGYP004435813875,unknown,3974
MGYP005902347403,unknown,3975
MGYP002146881449,unknown,3976
MGYP001605276094,unknown,3977
MGYP000564848140,unknown,3978
MGYP000357519567,unknown,553
MGYP000343704972,unknown,3979
MGYP001384142256,unknown,3980
MGYP003478224914,unknown,3981
MGYP002376488253,unknown,1293
MGYP001945834217,unknown,3982
MGYP000077180191,unknown,3983
MGYP003348770774,unknown,3984
MGYP002354111536,unknown,3985
MGYP000164140329,unknown,3986
MGYP002786019512,unknown,3987
MGYP001051866304,unknown,3988
MGYP006089136323,unknown,3988
MGYP005721499823,unknown,3989
MGYP000218769691,unknown,3990
MGYP000107759893,unknown,3991
MGYP003175248957,unknown,3992
MGYP003578421069,unknown,3993
MGYP003557608330,unknown,3994
MGYP000262316149,unknown,3995
MGYP000262264970,unknown,3996
MGYP000633057774,unknown,3997
MGYP000205693655,unknown,3998
MGYP003243884471,unknown,3999
MGYP000914977240,unknown,4000
MGYP000700719158,unknown,4000
MGYP000967052546,unknown,854
MGYP000559138294,unknown,4001
MGYP000324987546,unknown,4002
MGYP002773178425,unknown,4003
MGYP000552171080,unknown,4004
MGYP001351971515,unknown,4005
MGYP001371256199,unknown,4005
MGYP006144928479,unknown,4006
MGYP003560647858,unknown,4007
MGYP000520361419,unknown,4008
MGYP006425471521,unknown,4009
MGYP000514824518,unknown,4010
MGYP002113579402,unknown,4011
MGYP002654832599,unknown,4012
MGYP001479198398,unknown,4013
MGYP003381607754,unknown,4014
MGYP005995030797,unknown,4015
MGYP001278647767,unknown,4016
MGYP002799146230,unknown,4017
MGYP000806162173,unknown,3889
MGYP000789799581,unknown,4018
MGYP004690632657,unknown,4019
MGYP001278270758,unknown,4020
MGYP003196378508,root:Host-associated:Mammals:Digestive system:Large intestine:Fecal,4021
MGYP000986288205,unknown,4022
MGYP000880636063,unknown,4023
MGYP003981774429,unknown,4024
MGYP000880228827,unknown,4025
MGYP001635829671,unknown,4026
MGYP003026868795,unknown,4027
MGYP003304606641,unknown,4028
MGYP006345312549,unknown,4029
MGYP001770084529,unknown,93
MGYP000842036000,unknown,4030
MGYP000977677659,unknown,4031
MGYP001826836439,unknown,4032
MGYP002675877277,unknown,4033
MGYP001545510388,unknown,4034
MGYP000015450294,unknown,4035
MGYP002975610562,unknown,4036
MGYP004600393865,unknown,4037
MGYP000624035669,unknown,4038
MGYP001101526505,unknown,4038
MGYP001154980465,unknown,4039
MGYP002660352181,unknown,4040
MGYP004678389035,unknown,4041
MGYP003608123290,unknown,4042
MGYP000298565831,unknown,4043
MGYP004520941859,unknown,4043
MGYP001017389629,unknown,4044
MGYP000539515178,unknown,4045
MGYP003375839067,unknown,4046
MGYP001231711826,unknown,4047
MGYP003711452157,unknown,4048
MGYP005744915635,unknown,4048
MGYP000692776377,unknown,4049
MGYP000938868561,unknown,4050
MGYP003224650992,unknown,4051
MGYP003408880994,unknown,4052
MGYP000879142180,unknown,4053
MGYP000134722172,unknown,4054
MGYP006364153673,unknown,4054
MGYP001291398068,unknown,4055
MGYP000998632258,unknown,4056
MGYP000589831533,unknown,67
MGYP003558231679,unknown,1554
MGYP006246514889,unknown,4057
MGYP003422401504,unknown,796
MGYP000920324620,unknown,1036
MGYP002148275737,unknown,1036
MGYP001077263304,unknown,4058
MGYP000465488802,unknown,1036
MGYP005715119617,unknown,1036
MGYP000913213778,unknown,1036
MGYP006203091887,unknown,1036
MGYP000212268814,unknown,4059
MGYP000459146841,unknown,4060
MGYP000603124571,unknown,4061
MGYP001355826808,unknown,4062
MGYP002726056261,unknown,572
MGYP000515697443,unknown,4063
MGYP002373673080,unknown,4064
MGYP001017340773,unknown,4065
MGYP000976860541,unknown,4066
MGYP003172300142,unknown,4067
MGYP006300046969,unknown,4068
MGYP000554242220,unknown,4069
MGYP001437116449,unknown,4069
MGYP003272149923,unknown,4070
MGYP003384096356,unknown,4070
MGYP002551707974,unknown,4070
MGYP001035911349,unknown,1653
MGYP001098038108,unknown,1653
MGYP003302953623,unknown,1653
MGYP001056096598,unknown,4071
MGYP001193178487,unknown,4072
MGYP005744988321,unknown,4073
MGYP003705609651,unknown,4074
MGYP001628173765,unknown,4074
MGYP001059419881,unknown,4074
MGYP001566944512,unknown,4074
MGYP002179923069,unknown,4075
MGYP001431192940,unknown,4076
MGYP002626856716,unknown,4076
MGYP001518004433,unknown,4076
MGYP000587571871,unknown,4077
MGYP000726515962,unknown,4078
MGYP000958904677,unknown,4079
MGYP000655416577,unknown,4080
MGYP002937122634,unknown,4081
MGYP000966804968,unknown,4082
MGYP001178861951,unknown,4083
MGYP001286457068,unknown,4084
MGYP000391134979,unknown,4084
MGYP000947901601,unknown,4085
MGYP003324427413,unknown,4086
MGYP003391872621,unknown,4087
MGYP002646832247,unknown,4088
MGYP003224278655,unknown,4089
MGYP005815712207,unknown,4090
MGYP003356765706,unknown,4091
MGYP002456020176,unknown,4092
MGYP002634819263,unknown,4093
MGYP004687205207,unknown,4094
MGYP000459592460,unknown,1737
MGYP002565985078,unknown,4095
MGYP001766112037,unknown,4096
MGYP003381194857,unknown,4097
MGYP003617598524,unknown,4098
MGYP000593418537,unknown,4099
MGYP002640590135,unknown,4100
MGYP000751007546,unknown,4101
MGYP000765320876,unknown,4102
MGYP001006644545,unknown,4103
MGYP001059704482,unknown,4104
MGYP001070357381,unknown,4105
MGYP003033086848,unknown,4106
MGYP002580502765,unknown,4107
MGYP003506883539,unknown,4108
MGYP000294678755,unknown,4108
MGYP000611132339,unknown,4109
MGYP006379438935,unknown,4110
MGYP000920704926,unknown,4111
MGYP000930708726,unknown,4112
MGYP003598207722,unknown,4113
MGYP001208988052,unknown,4114
MGYP000422259936,unknown,4115
MGYP001053508940,unknown,4116
MGYP001496619448,unknown,4117
